학교명,주소,현재lat,현재lon,kakao_lat,kakao_lon,거리차_km,검증상태
가락고등학교,서울특별시 송파구 송이로 42,37.5010563298142,127.116425801136,37.5010563298142,127.116425801136,0.0,ok
강동고등학교,서울특별시 강동구 구천면로 572,37.5499166487971,127.160668324892,37.5499166487971,127.160668324892,0.0,ok
광문고등학교,서울특별시 강동구 동남로 968,37.5604616297792,127.158546528744,37.5604616297792,127.158546528744,0.0,ok
노원고등학교,서울특별시 노원구 노원로 586,37.6618031933787,127.054019473757,37.6618031933787,127.054019473757,0.0,ok
대진여자고등학교,서울특별시 노원구 공릉로 438,37.6461248249441,127.06719658578,37.6461248249441,127.06719658578,0.0,ok
동명여자고등학교,서울특별시 은평구 통일로 793,37.6144187859471,126.92282044301,37.6144187859471,126.92282044301,0.0,ok
무학여자고등학교,서울특별시 성동구 고산자로 197,37.5576263308862,127.033880902274,37.5576263308862,127.033880902274,0.0,ok
보성고등학교,서울특별시 송파구 양재대로 1278,37.5200898870034,127.135729296295,37.5200898870034,127.135729296295,0.0,ok
상명고등학교,서울특별시 노원구 덕릉로 553,37.649540794927,127.067701313205,37.649540794927,127.067701313205,0.0,ok
서울고등학교,서울특별시 서초구 효령로 197,37.4842930566875,127.004901860862,37.4842930566875,127.004901860862,0.0,ok
서울체육고등학교,서울특별시 송파구 강동대로 232,37.5223303821085,127.129822552593,37.5223303821085,127.129822552593,0.0,ok
세화고등학교,서울특별시 서초구 신반포로 56-7,37.5019964569165,126.994230013893,37.5019964569165,126.994230013893,0.0,ok
세화여자고등학교,서울특별시 서초구 신반포로 56-7,37.5019964569165,126.994230013893,37.5019964569165,126.994230013893,0.0,ok
숙명여자고등학교,서울특별시 강남구 남부순환로 2807,37.4914753613052,127.052612582715,37.4914753613052,127.052612582715,0.0,ok
신광여자고등학교,서울특별시 용산구 청파로 263,37.5428998795519,126.969447523164,37.5428998795519,126.969447523164,0.0,ok
신목고등학교,서울특별시 양천구 안양천로 739,37.512909431854,126.873606945101,37.512909431854,126.873606945101,0.0,ok
영동고등학교,서울특별시 강남구 선릉로 742,37.5213890143821,127.043739258782,37.5213890143821,127.043739258782,0.0,ok
영파여자고등학교,서울특별시 송파구 올림픽로 565,37.5327371486645,127.119740221132,37.5327371486645,127.119740221132,0.0,ok
예일여자고등학교,서울특별시 은평구 연서로 117,37.6109458980893,126.914792838283,37.6109458980893,126.914792838283,0.0,ok
용화여자고등학교,서울특별시 노원구 동일로 1461,37.6591313767305,127.058280693098,37.6591313767305,127.058280693098,0.0,ok
잠신고등학교,서울특별시 송파구 잠실로 24,37.5147012912615,127.08828295987,37.5147012912615,127.08828295987,0.0,ok
중앙대학교사범대학부속고등학교,서울특별시 강남구 선릉로 207,37.4918425685769,127.05169012944,37.4918425685769,127.05169012944,0.0,ok
진명여자고등학교,서울특별시 양천구 목동로 170,37.5240834137562,126.865465205432,37.5240834137562,126.865465205432,0.0,ok
창덕여자고등학교,서울특별시 송파구 양재대로 1240,37.5162747389886,127.140230435212,37.5162747389886,127.140230435212,0.0,ok
청담고등학교,서울특별시 강남구 압구정로 419,37.5279473627751,127.043866627763,37.5279473627751,127.043866627763,0.0,ok
한성과학고등학교,서울특별시 서대문구 통일로 279-79,37.57543616578,126.952370943937,37.57543616578,126.952370943937,0.0,ok
서울도시과학기술고등학교,서울특별시 성북구 종암로 196,37.6078074870515,127.033045536038,37.6078074870515,127.033045536038,0.0,ok
성동공업고등학교,서울특별시 중구 다산로 290,37.5693631529572,127.017281730243,37.5693631529572,127.017281730243,0.0,ok
수도전기공업고등학교,서울특별시 강남구 개포로 410,37.4849375350333,127.064478665219,37.4849375350333,127.064478665219,0.0,ok
한양공업고등학교,서울특별시 중구 을지로 299,37.5658716036039,127.011443307588,37.5658716036039,127.011443307588,0.0,ok
서울컨벤션고등학교,서울특별시 강동구 동남로 964,37.5592845614915,127.158215928554,37.5592845614915,127.158215928554,0.0,ok
예일디자인고등학교,서울특별시 은평구 연서로 117,37.6109458980893,126.914792838283,37.6109458980893,126.914792838283,0.0,ok
고명외식고등학교,서울특별시 성북구 북악산로 870,37.597674141541,127.019187491701,37.597674141541,127.019187491701,0.0,ok
서울문화고등학교,서울특별시 도봉구 마들로 598,37.6641314270343,127.047285814495,37.6641314270343,127.047285814495,0.0,ok
동명생활경영고등학교,서울특별시 은평구 통일로 793,37.6144187859471,126.92282044301,37.6144187859471,126.92282044301,0.0,ok
서서울생활과학고등학교,서울특별시 구로구 오리로 1355-10,37.5038291911751,126.828259957002,37.5038291911751,126.828259957002,0.0,ok
누원고등학교,서울특별시 도봉구 마들로 849,37.6855689580624,127.049932683549,37.6855689580624,127.049932683549,0.0,ok
신현고등학교,서울특별시 중랑구 봉화산로 174,37.6051463854873,127.092996578059,37.6051463854873,127.092996578059,0.0,ok
불암고등학교,서울특별시 노원구 중계로 155,37.6491585296421,127.080305829512,37.6491585296421,127.080305829512,0.0,ok
상암고등학교,서울특별시 마포구 월드컵북로 445,37.5813414106022,126.883394497343,37.5813414106022,126.883394497343,0.0,ok
부산기계공업고등학교,부산광역시 해운대구 해운대로 569,35.1618414608083,129.152898310746,35.1618414608083,129.152898310746,0.0,ok
부산해사고등학교,부산광역시 영도구 해양로 425,35.0741904987322,129.077017514963,35.0741904987322,129.077017514963,0.0,ok
구덕고등학교,부산광역시 사상구 학감대로 81,35.1384271633606,128.990746329752,35.1384271633606,128.990746329752,0.0,ok
대명여자고등학교,부산광역시 동래구 시실로 135,35.212108309045,129.096218674288,35.212108309045,129.096218674288,0.0,ok
세연고등학교,부산광역시 남구 진남로 82-19,35.1396493004398,129.085826002461,35.1396493004398,129.085826002461,0.0,ok
동래여자고등학교,부산광역시 금정구 체육공원로 20,35.2470423417948,129.098197198652,35.2470423417948,129.098197198652,0.0,ok
부산동성고등학교,부산광역시 부산진구 동성로 16,35.1515169206016,129.069779256029,35.1515169206016,129.069779256029,0.0,ok
부산소프트웨어마이스터고등학교,부산광역시 강서구 가락대로 1393,35.1877591469117,128.90340777453,35.1877591469117,128.90340777453,0.0,ok
부산예술고등학교,부산광역시 금정구 체육공원로 20,35.2470423417948,129.098197198652,35.2470423417948,129.098197198652,0.0,ok
부산관광고등학교,부산광역시 서구 천마로 52,35.0824926337918,129.022431637694,35.0824926337918,129.022431637694,0.0,ok
부산중앙여자고등학교,부산광역시 동래구 온천천로 131,35.2078257856441,129.079906146817,35.2078257856441,129.079906146817,0.0,ok
브니엘고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,35.254853055713,129.103926382394,0.0,ok
브니엘여자고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,35.254853055713,129.103926382394,0.0,ok
브니엘예술고등학교,부산광역시 금정구 체육공원로 154,35.254853055713,129.103926382394,35.254853055713,129.103926382394,0.0,ok
성일여자고등학교,부산광역시 사하구 다대로 161,35.0894995115559,128.980062642206,35.0894995115559,128.980062642206,0.0,ok
신도고등학교,부산광역시 해운대구 좌동순환로 64,35.1720794060515,129.167421350393,35.1720794060515,129.167421350393,0.0,ok
해강고등학교,부산광역시 해운대구 해운대해변로 33,35.1641139192501,129.137539007121,35.1641139192501,129.137539007121,0.0,ok
센텀고등학교,부산광역시 해운대구 해운대로 246,35.1771034302477,129.12698062567,35.1771034302477,129.12698062567,0.0,ok
정관고등학교,부산광역시 기장군 정관읍 정관로 534,35.32211274772,129.169989888527,35.32211274772,129.169989888527,0.0,ok
경북기계공업고등학교,대구광역시 달서구 월배로 275,35.8221415096407,128.542624404503,35.8221415096407,128.542624404503,0.0,ok
경북여자고등학교,대구광역시 중구 중앙대로 288,35.858427156034,128.592200427922,35.858427156034,128.592200427922,0.0,ok
경상여자고등학교,대구광역시 북구 침산남로9길 164,35.9005419608088,128.587843862453,35.9005419608088,128.587843862453,0.0,ok
다사고등학교,대구광역시 달성군 다사읍 달구벌대로 839,35.8611056694071,128.462760800976,35.8611056694071,128.462760800976,0.0,ok
달성고등학교,대구광역시 서구 달구벌대로 1725,35.858931855436,128.55534277257,35.858931855436,128.55534277257,0.0,ok
대구남산고등학교,대구광역시 수성구 신천동로 364,35.8571952623461,128.608759447996,35.8571952623461,128.608759447996,0.0,ok
대구동부고등학교,대구광역시 동구 반야월북로 199,35.8742902325569,128.719072223198,35.8742902325569,128.719072223198,0.0,ok
대구상원고등학교,대구광역시 달서구 월배로 241,35.8216848108127,128.539405222297,35.8216848108127,128.539405222297,0.0,ok
대구농업마이스터고등학교,대구광역시 수성구 달구벌대로 3170,35.8357803012495,128.700709109364,35.8357803012495,128.700709109364,0.0,ok
대구제일고등학교,대구광역시 서구 국채보상로 384,35.8706847020914,128.57380837603,35.8706847020914,128.57380837603,0.0,ok
덕원고등학교,대구광역시 수성구 욱수길 37,35.8257275864869,128.706146383542,35.8257275864869,128.706146383542,0.0,ok
성광고등학교,대구광역시 북구 검단로 150,35.9076995289669,128.624838201828,35.9076995289669,128.624838201828,0.0,ok
영남고등학교,대구광역시 달서구 월곡로 300,35.8207699873067,128.536304269574,35.8207699873067,128.536304269574,0.0,ok
현풍고등학교,대구광역시 달성군 현풍읍 비슬로 675,35.6985295989671,128.438237075468,35.6985295989671,128.438237075468,0.0,ok
군위고등학교,대구광역시 군위군 군위읍 군청로 254-6,36.2454746255496,128.569789933564,36.2454746255496,128.569789933564,0.0,ok
가정고등학교,인천광역시 서구 서달로 162,37.5132136571325,126.679863856962,37.5132136571325,126.679863856962,0.0,ok
강화고등학교,인천광역시 강화군 강화읍 고비고개로 20,37.7480284562792,126.473813764116,37.7480284562792,126.473813764116,0.0,ok
교동고등학교,인천광역시 강화군 교동면 교동남로 77,37.7784626831111,126.284316914567,37.7784626831111,126.284316914567,0.0,ok
대인고등학교,인천광역시 서구 서곶로 446,37.5580260208991,126.678609390799,37.5580260208991,126.678609390799,0.0,ok
명신여자고등학교,인천광역시 부평구 원적로 260,37.5046044778204,126.693927821366,37.5046044778204,126.693927821366,0.0,ok
부개여자고등학교,인천광역시 부평구 부흥로 433,37.4979041963466,126.7410315569,37.4979041963466,126.7410315569,0.0,ok
서도고등학교,인천광역시 강화군 서도면 주문도길 173,37.6480376571339,126.252474588184,37.6480376571339,126.252474588184,0.0,ok
서인천고등학교,인천광역시 서구 서곶로 475,37.5610834396688,126.675771023421,37.5610834396688,126.675771023421,0.0,ok
선인고등학교,인천광역시 미추홀구 석정로 165,37.4739644136398,126.651978806147,37.4739644136398,126.651978806147,0.0,ok
세일고등학교,인천광역시 부평구 원적로 245,37.5061650370624,126.693068913751,37.5061650370624,126.693068913751,0.0,ok
인천대중예술고등학교,인천광역시 미추홀구 석정로 165,37.4739644136398,126.651978806147,37.4739644136398,126.651978806147,0.0,ok
인천소방고등학교,인천광역시 미추홀구 석정로 165,37.4739644136398,126.651978806147,37.4739644136398,126.651978806147,0.0,ok
인천고등학교,인천광역시 미추홀구 경원대로 804,37.4529589309605,126.691305361048,37.4529589309605,126.691305361048,0.0,ok
인천대건고등학교,인천광역시 연수구 능허대로 437,37.4019878974932,126.665161888135,37.4019878974932,126.665161888135,0.0,ok
인천뷰티예술고등학교,인천광역시 연수구 원인재로 21,37.4031310797719,126.671966270628,37.4031310797719,126.671966270628,0.0,ok
인천전자마이스터고등학교,인천광역시 미추홀구 석정로 165,37.4739644136398,126.651978806147,37.4739644136398,126.651978806147,0.0,ok
인천해양과학고등학교,인천광역시 연수구 능허대로 71,37.4252497895545,126.640709504885,37.4252497895545,126.640709504885,0.0,ok
인항고등학교,인천광역시 미추홀구 매소홀로 135,37.4468142895118,126.640758061298,37.4468142895118,126.640758061298,0.0,ok
인화여자고등학교,인천광역시 미추홀구 석정로 165,37.4739644136398,126.651978806147,37.4739644136398,126.651978806147,0.0,ok
학익고등학교,인천광역시 미추홀구 한나루로 358,37.4399844048933,126.662350186313,37.4399844048933,126.662350186313,0.0,ok
인천진산과학고등학교,인천광역시 부평구 굴포로 194-9,37.5132724150357,126.743713449345,37.5132724150357,126.743713449345,0.0,ok
인천남동고등학교,인천광역시 남동구 은봉로 283,37.4060406325088,126.721071546299,37.4060406325088,126.721071546299,0.0,ok
인천상정고등학교,인천광역시 부평구 경원대로 1109,37.4807189773685,126.696380995833,37.4807189773685,126.696380995833,0.0,ok
인천운남고등학교,인천광역시 중구 운남동,37.4891707175436,126.527232917984,37.4891707175436,126.527232917984,0.0,ok
광일고등학교,광주광역시 광산구 고봉로 812,35.2206283826609,126.741950812541,35.2206283826609,126.741950812541,0.0,ok
광주고등학교,광주광역시 동구 중앙로 302,35.1594787737076,126.920997540369,35.1594787737076,126.920997540369,0.0,ok
광주전자공업고등학교,광주광역시 광산구 첨단중앙로 7,35.204856045971,126.84076814963,35.204856045971,126.84076814963,0.0,ok
광주진흥고등학교,광주광역시 광산구 왕버들로 307,35.196436007411,126.841688616317,35.196436007411,126.841688616317,0.0,ok
광주체육고등학교,광주광역시 북구 하서로 55,35.1825030471667,126.879416202916,35.1825030471667,126.879416202916,0.0,ok
국제고등학교,광주광역시 북구 설죽로 433,35.1991144593752,126.895612324385,35.1991144593752,126.895612324385,0.0,ok
동일미래과학고등학교,광주광역시 남구 천변좌로 604,35.1288698625964,126.927303715615,35.1288698625964,126.927303715615,0.0,ok
전남여자상업고등학교,광주광역시 북구 설죽로 433,35.1991144593752,126.895612324385,35.1991144593752,126.895612324385,0.0,ok
대전동산고등학교,대전광역시 중구 문화로 183,36.3161184162404,127.404491849602,36.3161184162404,127.404491849602,0.0,ok
대전전자디자인고등학교,대전광역시 유성구 대덕대로 939,36.4129289544443,127.377016893308,36.4129289544443,127.377016893308,0.0,ok
대전중앙고등학교,대전광역시 중구 대종로 634,36.3384107045318,127.415150806954,36.3384107045318,127.415150806954,0.0,ok
동방고등학교,대전광역시 서구 계백로 1106,36.300337075228,127.346268143718,36.300337075228,127.346268143718,0.0,ok
대전동신과학고등학교,대전광역시 동구 옥천로 423,36.3328583682761,127.474364250124,36.3328583682761,127.474364250124,0.0,ok
보문고등학교,대전광역시 동구 우암로 57,36.3369769623322,127.424125673155,36.3369769623322,127.424125673155,0.0,ok
유성생명과학고등학교,대전광역시 유성구 월드컵대로 270,36.3482395683882,127.328421641242,36.3482395683882,127.328421641242,0.0,ok
충남기계공업고등학교,대전광역시 중구 산성로 154,36.3119942087967,127.40357307303,36.3119942087967,127.40357307303,0.0,ok
대전지족고등학교,대전광역시 유성구 노은서로 202,36.3779840347806,127.316083858007,36.3779840347806,127.316083858007,0.0,ok
성광여자고등학교,울산광역시 남구 남부순환도로 97,35.5431457378798,129.265848882847,35.5431457378798,129.265848882847,0.0,ok
울산제일고등학교,울산광역시 남구 남부순환도로 107,35.541704301564,129.267836747462,35.541704301564,129.267836747462,0.0,ok
현대고등학교,울산광역시 동구 봉수로 455,35.5252196071778,129.421668599861,35.5252196071778,129.421668599861,0.0,ok
남목고등학교,울산광역시 동구 방어진순환도로 1200,35.5380104249407,129.41875170715,35.5380104249407,129.41875170715,0.0,ok
대현고등학교,울산광역시 남구 수암로 164,35.5261401471467,129.324338927099,35.5261401471467,129.324338927099,0.0,ok
온산고등학교,울산광역시 울주군 온산읍 명봉거남로 76,35.4390149028479,129.317936220991,35.4390149028479,129.317936220991,0.0,ok
경기과학고등학교,경기도 수원시 장안구 수일로 135,37.308795986874,127.006408542503,37.308795986874,127.006408542503,0.0,ok
의정부광동고등학교,경기도 의정부시 서부로 691,37.7555436632056,127.036201014586,37.7555436632056,127.036201014586,0.0,ok
대신고등학교,경기도 여주시 대신면 여양로 1196,37.3635348209376,127.608115284525,37.3635348209376,127.608115284525,0.0,ok
덕소고등학교,경기도 남양주시 와부읍 덕소로 194,37.5793528256648,127.216535852641,37.5793528256648,127.216535852641,0.0,ok
동두천중앙고등학교,경기도 동두천시 평화로 2280,37.8916510420522,127.058102442745,37.8916510420522,127.058102442745,0.0,ok
동우여자고등학교,경기도 수원시 장안구 장안로 426-1,37.319873609618,126.982389265377,37.319873609618,126.982389265377,0.0,ok
동원동우고등학교,경기도 수원시 장안구 장안로 426-1,37.319873609618,126.982389265377,37.319873609618,126.982389265377,0.0,ok
마장고등학교,경기도 이천시 마장면 마도로 23,37.2581012123803,127.351317330723,37.2581012123803,127.351317330723,0.0,ok
문산수억고등학교,경기도 파주시 파주읍 우계로 357,37.8520333515661,126.802517113199,37.8520333515661,126.802517113199,0.0,ok
문산제일고등학교,경기도 파주시 평화로 190,37.7726039859556,126.762887305161,37.7726039859556,126.762887305161,0.0,ok
발안바이오과학고등학교,경기도 화성시 만세구 향남읍 발안로 71,37.1329276150071,126.91699165726,37.1329276150071,126.91699165726,0.0,ok
분당경영고등학교,경기도 성남시 분당구 금곡로 289,37.3550258133701,127.109687859068,37.3550258133701,127.109687859068,0.0,ok
산본고등학교,경기도 군포시 산본로 451-12,37.3705257666015,126.925412097799,37.3705257666015,126.925412097799,0.0,ok
삼광고등학교,경기도 파주시 적성면 청송로 701,37.9455777258231,126.885509510766,37.9455777258231,126.885509510766,0.0,ok
서해고등학교,경기도 시흥시 정왕신길로 13,37.3605929327388,126.723907523525,37.3605929327388,126.723907523525,0.0,ok
서현고등학교,경기도 성남시 분당구 분당로 87,37.3822220478195,127.124059549433,37.3822220478195,127.124059549433,0.0,ok
성안고등학교,경기도 안산시 상록구 용신로 170,37.3027209378571,126.842786264298,37.3027209378571,126.842786264298,0.0,ok
송탄고등학교,경기도 평택시 고덕국제1로 176,37.0527318585844,127.040068277354,37.0527318585844,127.040068277354,0.0,ok
송현고등학교,경기도 의정부시 용민로 159,37.7439207507851,127.090831646443,37.7439207507851,127.090831646443,0.0,ok
수리고등학교,경기도 군포시 수리산로 39,37.3552620138548,126.91977118324,37.3552620138548,126.91977118324,0.0,ok
홍익디자인고등학교,경기도 화성시 효행구 효행로 387,37.2167979841834,126.979628726327,37.2167979841834,126.979628726327,0.0,ok
수원농생명과학고등학교,경기도 수원시 장안구 광교산로 13,37.2951590792692,127.019507269947,37.2951590792692,127.019507269947,0.0,ok
심원고등학교,경기도 부천시 계남로 284,37.5048568460541,126.778928296799,37.5048568460541,126.778928296799,0.0,ok
안산국제비즈니스고등학교,경기도 안산시 상록구 수인로 1981,37.3609470356859,126.874144218911,37.3609470356859,126.874144218911,0.0,ok
안산동산고등학교,경기도 안산시 상록구 충장로 56,37.2868673648874,126.858559094053,37.2868673648874,126.858559094053,0.0,ok
영덕고등학교,경기도 수원시 영통구 매영로 334,37.2524178841039,127.068439296069,37.2524178841039,127.068439296069,0.0,ok
