학교명,주소,현재lat,현재lon,kakao_lat,kakao_lon,거리차_km,검증상태
순천효산고등학교,전라남도 순천시 삼산로 104,34.9732126734283,127.495482485689,34.9732126734283,127.495482485689,0.0,ok
안좌고등학교,전라남도 신안군 안좌면 중부로 790-7,34.7500263536303,126.129156715999,34.7500263536303,126.129156715999,0.0,ok
약산고등학교,전라남도 완도군 약산면 약산로 366,34.3921384433983,126.89965877908,34.3921384433983,126.89965877908,0.0,ok
여양고등학교,전라남도 여수시 소라면 덕양로 345,34.7890029543642,127.631433886632,34.7890029543642,127.631433886632,0.0,ok
여수해양과학고등학교,전라남도 여수시 돌산읍 돌산로 1201-18,34.614136889086,127.727000019548,34.614136889086,127.727000019548,0.0,ok
영광고등학교,전라남도 영광군 영광읍 옥당로 13-22,35.2669450377553,126.506589578735,35.2669450377553,126.506589578735,0.0,ok
완도금일고등학교,전라남도 완도군 금일읍 금일로 420,34.3494010297718,127.032439279955,34.3494010297718,127.032439279955,0.0,ok
임자고등학교,전라남도 신안군 임자면 임자로 230-9,35.0904602386424,126.099736769046,35.0904602386424,126.099736769046,0.0,ok
장성하이텍고등학교,전라남도 장성군 장성읍 단풍로 72,35.3077225173349,126.793202739479,35.3077225173349,126.793202739479,0.0,ok
전남외국어고등학교,전라남도 나주시 영나로 2434,34.9943705267071,126.722737758476,34.9943705267071,126.722737758476,0.0,ok
지명고등학교,전라남도 신안군 지도읍 해제지도로 1362,35.0633737193248,126.203374315735,35.0633737193248,126.203374315735,0.0,ok
한빛고등학교,전라남도 담양군 대전면 추성1로 501-21,35.2915305617946,126.913136433767,35.2915305617946,126.913136433767,0.0,ok
함평골프고등학교,전라남도 함평군 학교면 학교길 77,35.0259654455156,126.536401764289,35.0259654455156,126.536401764289,0.0,ok
전남보건고등학교,전라남도 함평군 월야면 문화로 685-18,35.1885287236464,126.624340713929,35.1885287236464,126.624340713929,0.0,ok
현경고등학교,전라남도 무안군 현경면 운해로 1551,35.0196292572044,126.404243028711,35.0196292572044,126.404243028711,0.0,ok
화순고등학교,전라남도 화순군 화순읍 진각로 31-9,35.0537552370735,126.98352498212,35.0537552370735,126.98352498212,0.0,ok
전남기술과학고등학교,전라남도 화순군 화순읍 만연로 160-25,35.0719849351247,126.991909166087,35.0719849351247,126.991909166087,0.0,ok
전남자연과학고등학교,전라남도 구례군 구례읍 구례로 409,35.1999506482972,127.463117237022,35.1999506482972,127.463117237022,0.0,ok
전남체육고등학교,전라남도 무안군 일로읍 일로로 126,34.8451441394054,126.497598241213,34.8451441394054,126.497598241213,0.0,ok
순천팔마고등학교,전라남도 순천시 삼산로 140,34.9747666213792,127.49793431477,34.9747666213792,127.49793431477,0.0,ok
광영고등학교,전라남도 광양시 가야로 322,34.9618719210701,127.71450039338,34.9618719210701,127.71450039338,0.0,ok
한울고등학교,전라남도 곡성군 목사동면 주목로 713,35.1173585690172,127.298095238935,35.1173585690172,127.298095238935,0.0,ok
한국창의예술고등학교,전라남도 광양시 중마로 400,34.9487950408528,127.701892636849,34.9487950408528,127.701892636849,0.0,ok
경북생활과학고등학교,경상북도 구미시 해평면 강동로 1654,36.1996011308034,128.392201380495,36.1996011308034,128.392201380495,0.0,ok
경북체육고등학교,경상북도 경산시 경안로 43,35.8122261904859,128.738053391997,35.8122261904859,128.738053391997,0.0,ok
경안여자고등학교,경상북도 안동시 경동로 205-34,36.5765080303277,128.683386582662,36.5765080303277,128.683386582662,0.0,ok
경주여자고등학교,경상북도 경주시 금성로 437,35.8575233733758,129.205126435415,35.8575233733758,129.205126435415,0.0,ok
계림고등학교,경상북도 경주시 용담로 122,35.8663445989482,129.208724465289,35.8663445989482,129.208724465289,0.0,ok
구미정보고등학교,경상북도 구미시 검성로 143,36.1185935773875,128.434230273512,36.1185935773875,128.434230273512,0.0,ok
동명고등학교,경상북도 칠곡군 동명면 백송로 797,35.9851772691063,128.549309028192,35.9851772691063,128.549309028192,0.0,ok
한국미래산업고등학교,경상북도 영주시 영봉로 49,36.8185953206308,128.645559806723,36.8185953206308,128.645559806723,0.0,ok
봉화고등학교,경상북도 봉화군 봉화읍 내성로 138,36.8960374228722,128.739969326215,36.8960374228722,128.739969326215,0.0,ok
경북에너지기술고등학교,경상북도 상주시 상산로 430,36.4300916340294,128.161316999103,36.4300916340294,128.161316999103,0.0,ok
상주여자고등학교,경상북도 상주시 삼백로 315,36.4205062903594,128.178779128086,36.4205062903594,128.178779128086,0.0,ok
한국국제조리고등학교,경상북도 영주시 영봉로 28,36.816609391166,128.642212429647,36.816609391166,128.642212429647,0.0,ok
신라고등학교,경상북도 경주시 태종로 526,35.839764032737,129.187618595673,35.839764032737,129.187618595673,0.0,ok
경북하이텍고등학교,경상북도 안동시 경동로 404,36.5703543877565,128.704014720519,36.5703543877565,128.704014720519,0.0,ok
영덕여자고등학교,경상북도 영덕군 영덕읍 영덕로 206,36.4131671384906,129.374551865501,36.4131671384906,129.374551865501,0.0,ok
영천여자고등학교,경상북도 영천시 최무선로 180,35.9623612811745,128.920144399074,35.9623612811745,128.920144399074,0.0,ok
예천여자고등학교,경상북도 예천군 예천읍 효자로 205,36.6651270590795,128.460432338502,36.6651270590795,128.460432338502,0.0,ok
울릉고등학교,경상북도 울릉군 울릉읍 울릉순환로 236,37.4929945897165,130.907353472762,37.4929945897165,130.907353472762,0.0,ok
현일고등학교,경상북도 구미시 고아읍 선산대로 656,36.187201492022,128.349288035274,36.187201492022,128.349288035274,0.0,ok
경북바이오마이스터고등학교,경상북도 영천시 신녕면 찰방길 8,36.0430090599319,128.780489709866,36.0430090599319,128.780489709866,0.0,ok
포항이동고등학교,경상북도 포항시 남구 희망대로 412,36.029686961431,129.333505876835,36.029686961431,129.333505876835,0.0,ok
경산과학고등학교,경상북도 경산시 화랑로 66,35.8220555141634,128.768888117377,35.8220555141634,128.768888117377,0.0,ok
경남과학고등학교,경상남도 진주시 진성면 진의로 178-22,35.2016380516945,128.225312464219,35.2016380516945,128.225312464219,0.0,ok
경남외국어고등학교,경상남도 양산시 어실로 388,35.3971254153784,129.013424465404,35.3971254153784,129.013424465404,0.0,ok
경남체육고등학교,경상남도 진주시 진성면 진의로 178-27,35.2036999104918,128.22160295246,35.2036999104918,128.22160295246,0.0,ok
김해생명과학고등학교,경상남도 김해시 금관대로 1239,35.2372389782724,128.855270170645,35.2372389782724,128.855270170645,0.0,ok
경남해양과학고등학교,경상남도 남해군 삼동면 동부대로 1810,34.8308978742321,128.004177015397,34.8308978742321,128.004177015397,0.0,ok
남해제일고등학교,경상남도 남해군 남해읍 남해대로 2800-11,34.8392638643409,127.902439949009,34.8392638643409,127.902439949009,0.0,ok
마산가포고등학교,경상남도 창원시 마산합포구 가포로 262,35.167490215805,128.571168595676,35.167490215805,128.571168595676,0.0,ok
명신고등학교,경상남도 진주시 대신로 614,35.2157198462691,128.114396937049,35.2157198462691,128.114396937049,0.0,ok
삼랑진고등학교,경상남도 밀양시 삼랑진읍 만어로 16,35.4010686823669,128.842859941817,35.4010686823669,128.842859941817,0.0,ok
옥종고등학교,경상남도 하동군 옥종면 옥수로 4-9,35.1781655104234,127.884595688995,35.1781655104234,127.884595688995,0.0,ok
진교고등학교,경상남도 하동군 진교면 민다리길 179,35.0375271367234,127.897878406914,35.0375271367234,127.897878406914,0.0,ok
진주외국어고등학교,경상남도 진주시 일반성면 동부로 2014-6,35.1696561814851,128.281667952322,35.1696561814851,128.281667952322,0.0,ok
창녕고등학교,경상남도 창녕군 대지면 우포2로 1180-20,35.5441279433078,128.482361904572,35.5441279433078,128.482361904572,0.0,ok
한국과학기술고등학교,경상남도 창녕군 고암면 창밀로 286,35.5676311637415,128.508578614898,35.5676311637415,128.508578614898,0.0,ok
창원대산고등학교,경상남도 창원시 의창구 대산면 진산대로 378,35.3333445855717,128.710347424496,35.3333445855717,128.710347424496,0.0,ok
하동고등학교,경상남도 하동군 하동읍 경서대로 84,35.0639132899941,127.746167522591,35.0639132899941,127.746167522591,0.0,ok
합포고등학교,경상남도 창원시 마산합포구 무학로 458,35.2094121899909,128.5643385877,35.2094121899909,128.5643385877,0.0,ok
효암고등학교,경상남도 양산시 서창로 144,35.4123803282307,129.16999212693,35.4123803282307,129.16999212693,0.0,ok
김해분성여자고등학교,경상남도 김해시 삼계로 171,35.2666238467743,128.873868698114,35.2666238467743,128.873868698114,0.0,ok
김해외국어고등학교,경상남도 김해시 율하로 266,35.1709639006728,128.804860394266,35.1709639006728,128.804860394266,0.0,ok
김해제일고등학교,경상남도 김해시 분성로3번길 105,35.2395584937856,128.853839114441,35.2395584937856,128.853839114441,0.0,ok
거제상문고등학교,경상남도 거제시 수양로 29,34.8633930399088,128.646715350706,34.8633930399088,128.646715350706,0.0,ok
김해임호고등학교,경상남도 김해시 분성로3번길 77,35.2382686393143,128.852720108492,35.2382686393143,128.852720108492,0.0,ok
구산고등학교,경상남도 김해시 가야로 311,35.2504435908382,128.875669406317,35.2504435908382,128.875669406317,0.0,ok
창원성민여자고등학교,경상남도 창원시 의창구 팔용로 481,35.2588412928716,128.615113707806,35.2588412928716,128.615113707806,0.0,ok
김해수남고등학교,경상남도 김해시 율하로 381,35.168250344381,128.816494912113,35.168250344381,128.816494912113,0.0,ok
창원북면고등학교,경상남도 창원시 의창구 북면 동전로 36,35.2993649147603,128.597256204529,35.2993649147603,128.597256204529,0.0,ok
서귀포여자고등학교,제주특별자치도 서귀포시 태평로 80,33.2434957468657,126.530797586105,33.2434957468657,126.530797586105,0.0,ok
세화고등학교,제주특별자치도 제주시 구좌읍 세종로 26,33.516197330754,126.862739001471,33.516197330754,126.862739001471,0.0,ok
대기고등학교,제주특별자치도 제주시 번영로 453-6,33.4925098054592,126.593279426577,33.4925098054592,126.593279426577,0.0,ok
삼성여자고등학교,제주특별자치도 서귀포시 검은여로 151,33.2543570651358,126.583574399057,33.2543570651358,126.583574399057,0.0,ok
오현고등학교,제주특별자치도 제주시 일주동로 101,33.5178018797061,126.556448684201,33.5178018797061,126.556448684201,0.0,ok
한림공업고등학교,제주특별자치도 제주시 한림읍 한림중앙로 87,33.4065260376529,126.26991230369,33.4065260376529,126.26991230369,0.0,ok
한국뷰티고등학교,제주특별자치도 제주시 한경면 용고로 70,33.3000775772714,126.181867967975,33.3000775772714,126.181867967975,0.0,ok
제주과학고등학교,제주특별자치도 제주시 산록북로 421-1,33.4266199894809,126.531444515992,33.4266199894809,126.531444515992,0.0,ok
서귀포산업과학고등학교,제주특별자치도 서귀포시 516로 501,33.2976458557396,126.594767157466,33.2976458557396,126.594767157466,0.0,ok
성산고등학교,제주특별자치도 서귀포시 성산읍 한도로 79-17,33.4702032373211,126.91516666622,33.4702032373211,126.91516666622,0.0,ok
국립목포대학교,전라남도 무안군 청계면 영산로 1666,34.9102716468027,126.44008667531,34.9102716468027,126.44008667531,0.0,ok
한국체육대학교,서울특별시 송파구 양재대로 1239,37.5198703733617,127.129660488669,37.5198703733617,127.129660488669,0.0,ok
국립한국해양대학교,부산광역시 영도구 태종로 727,35.0744069144856,129.087131295108,35.0744069144856,129.087131295108,0.0,ok
경남과학기술대학교,경상남도 진주시 동진로 33,35.1792658758639,128.092080852163,35.1792658758639,128.092080852163,0.0,ok
경성대학교,부산광역시 남구 수영로 309,35.1384873078988,129.10010311307,35.1384873078988,129.10010311307,0.0,ok
가천대학교,경기도 성남시 수정구 성남대로 1342,37.4512348695085,127.12939432624,37.4512348695085,127.12939432624,0.0,ok
신경주대학교,경상북도 경주시 태종로 188,35.8292658457446,129.163239444101,35.8292658457446,129.163239444101,0.0,ok
계명대학교,대구광역시 달서구 달구벌대로 1095,35.8559055953885,128.484579003028,35.8559055953885,128.484579003028,0.0,ok
대진대학교,경기도 포천시 호국로 1007,37.8738102149097,127.157554125254,37.8738102149097,127.157554125254,0.0,ok
아신대학교,경기도 양평군 옥천면 경강로 1276,37.5112170735026,127.428928259716,37.5112170735026,127.428928259716,0.0,ok
안양대학교,인천광역시 강화군 불은면 중앙로 602-14,37.7110033177909,126.444711004732,37.7110033177909,126.444711004732,0.0,ok
영남대학교,경상북도 경산시 대학로 280,35.8304916312343,128.75218013148,35.8304916312343,128.75218013148,0.0,ok
인제대학교,경상남도 김해시 인제로 197,35.2528100895983,128.900515324646,35.2528100895983,128.900515324646,0.0,ok
인천가톨릭대학교,인천광역시 강화군 양도면 고려왕릉로 53-1,37.6566734151903,126.450008257437,37.6566734151903,126.450008257437,0.0,ok
청주대학교,충청북도 청주시 청원구 대성로 298,36.6508565012441,127.495199134623,36.6508565012441,127.495199134623,0.0,ok
목포가톨릭대학교,전라남도 목포시 영산로 697,34.8272766768797,126.4198974075,34.8272766768797,126.4198974075,0.0,ok
부산장신대학교,경상남도 김해시 김해대로 1894-68,35.256310877582,128.861718196765,35.256310877582,128.861718196765,0.0,ok
금강대학교,충청남도 논산시 상월면 상월로 522,36.3068265947992,127.189714025042,36.3068265947992,127.189714025042,0.0,ok
예수대학교,전북특별자치도 전주시 완산구 서원로 383,35.8160936109437,127.134788546126,35.8160936109437,127.134788546126,0.0,ok
영산대학교,경상남도 양산시 주남로 288,35.4283933160763,129.144634800956,35.4283933160763,129.144634800956,0.0,ok
중원대학교,충청북도 괴산군 괴산읍 문무로 85,36.8191551494983,127.798493849973,36.8191551494983,127.798493849973,0.0,ok
김천대학교,경상북도 김천시 대학로 214,36.1399448069941,128.081714980163,36.1399448069941,128.081714980163,0.0,ok
경운대학교,경상북도 구미시 산동읍 강동로 730,36.1716993571929,128.468071167161,36.1716993571929,128.468071167161,0.0,ok
제주국제대학교,제주특별자치도 제주시 516로 2870,33.4427732522923,126.569831091366,33.4427732522923,126.569831091366,0.0,ok
공주교육대학교,충청남도 공주시 웅진로 27,36.4452038483364,127.119655178765,36.4452038483364,127.119655178765,0.0,ok
진주산업대학교(산업대),경상남도 진주시 동진로 33,35.1792658758639,128.092080852163,35.1792658758639,128.092080852163,0.0,ok
경운대학교(산업대),경상북도 구미시 산동읍 강동로 730,36.1716993571929,128.468071167161,36.1716993571929,128.468071167161,0.0,ok
서울디지털대학교,서울특별시 강서구 공항대로 424,37.5550004979763,126.854020068213,37.5550004979763,126.854020068213,0.0,ok
대구경북과학기술원,대구광역시 달성군 현풍읍 테크노중앙대로 333,35.7056377572321,128.455010688046,35.7056377572321,128.455010688046,0.0,ok
영남외국어대학,경상북도 경산시 남천면 남천로 780-9,35.7851049019368,128.732872947672,35.7851049019368,128.732872947672,0.0,ok
계명문화대학교,대구광역시 달서구 달서대로 675,35.8594620298616,128.486341828526,35.8594620298616,128.486341828526,0.0,ok
김포대학교,경기도 김포시 모담공원로 10,37.6514389377469,126.679368531689,37.6514389377469,126.679368531689,0.0,ok
대원대학교,충청북도 제천시 대학로 316,37.1757962965305,128.190528942068,37.1757962965305,128.190528942068,0.0,ok
동양미래대학교,서울특별시 구로구 경인로 445,37.5000404239326,126.868121402082,37.5000404239326,126.868121402082,0.0,ok
목포과학대학교,전라남도 목포시 영산로 413-1,34.8078795828145,126.409814429126,34.8078795828145,126.409814429126,0.0,ok
수원과학대학교,경기도 화성시 정남면 세자로 288,37.1920073086975,126.983980263649,37.1920073086975,126.983980263649,0.0,ok
동원과학기술대학교,경상남도 양산시 명곡로 321,35.3440175336646,129.066354228284,35.3440175336646,129.066354228284,0.0,ok
여주대학교,경기도 여주시 338,37.27019987550703,127.63534848763184,,,,no_docs
영진전문대학교,대구광역시 북구 복현로 35,35.8956447648046,128.620618952611,35.8956447648046,128.620618952611,0.0,ok
한국영상대학교,세종특별자치시 장군면 대학길 300,36.4624110935815,127.209743812094,36.4624110935815,127.209743812094,0.0,ok
원광보건대학교,전북특별자치도 익산시 익산대로 514,35.9727467333099,126.956196873272,35.9727467333099,126.956196873272,0.0,ok
유한대학교,경기도 부천시 소사구 경인로 590,37.4881094218812,126.821981356837,37.4881094218812,126.821981356837,0.0,ok
장안대학교,경기도 화성시 봉담읍 삼천병마로 1182,37.2132873190593,126.94448214476,37.2132873190593,126.94448214476,0.0,ok
전주비전대학교,전북특별자치도 전주시 완산구 천잠로 235,35.8108759894014,127.090966447808,35.8108759894014,127.090966447808,0.0,ok
전북과학대학교,전북특별자치도 정읍시 정읍사로 509,35.5480364615171,126.861369743744,35.5480364615171,126.861369743744,0.0,ok
제주관광대학교,제주특별자치도 제주시 애월읍 평화로 2715,33.4474802259546,126.43430282708,33.4474802259546,126.43430282708,0.0,ok
김해대학교,경상남도 김해시 삼안로112번길 198,35.2541400566853,128.913046985427,35.2541400566853,128.913046985427,0.0,ok
영진사이버대학교,대구광역시 북구 복현로 35,35.8956447648046,128.620618952611,35.8956447648046,128.620618952611,0.0,ok
ICT폴리텍대학,경기도 광주시 순암로 16-26,37.3973608087447,127.248271161177,37.3973608087447,127.248271161177,0.0,ok
한국폴리텍 III 대학 춘천캠퍼스,강원특별자치도 춘천시 동산면 영서로 1290-31,37.7993419879415,127.777438688404,37.7993419879415,127.777438688404,0.0,ok
한국폴리텍 IV 대학 충남캠퍼스,충청남도 홍성군 홍성읍 충서로 1200,36.5826195874657,126.656165241889,36.5826195874657,126.656165241889,0.0,ok
한국폴리텍 V 대학 광주캠퍼스,광주광역시 북구 하서로 85,35.1829561363337,126.878671829328,35.1829561363337,126.878671829328,0.0,ok
한국폴리텍 V 대학 전남캠퍼스,전라남도 무안군 청계면 영산로 1854-16,34.9235363512067,126.428926985031,34.9235363512067,126.428926985031,0.0,ok
경동대학교,강원특별자치도 속초시 도리원길 5,38.19217298697,128.551158403428,38.19217298697,128.551158403428,0.0,ok
강원도립대학교,강원특별자치도 강릉시 주문진읍 연주로 270,37.8766352632737,128.830621724044,37.8766352632737,128.830621724044,0.0,ok
경북전문대학교,경상북도 영주시 대학로 77,36.8070011304818,128.616142369978,36.8070011304818,128.616142369978,0.0,ok
서라벌대학교,경상북도 경주시 태종로 478-20,35.841705966737,129.182165124094,35.841705966737,129.182165124094,0.0,ok
청암대학교,전라남도 순천시 녹색로 1641,34.9285877673016,127.489314204813,34.9285877673016,127.489314204813,0.0,ok
한국복지대학교,경기도 평택시 삼남로 283,37.05156270867726,127.09489211585678,,,,no_docs
가야대학교(김해),경상남도 김해시 삼계로 208,35.2698162801243,128.872320984264,35.2698162801243,128.872320984264,0.0,ok
가야대학교(고령),경상북도 고령군 대가야읍 대가야로 1103,35.7188918335394,128.250355799825,35.7188918335394,128.250355799825,0.0,ok
을지대학교,경기도 의정부시 동일로 712,37.7518290378344,127.050695679688,37.7518290378344,127.050695679688,0.0,ok
홍익대학교,세종특별자치시 조치원읍 2639,37.550874837441,126.925554591431,,,,no_docs
한국폴리텍 VII 대학 진주캠퍼스,경상남도 진주시 모덕로 299,35.1908011452315,128.126499662219,35.1908011452315,128.126499662219,0.0,ok
영산대학교(양산),경상남도 양산시 주남로 288,35.4283933160763,129.144634800956,35.4283933160763,129.144634800956,0.0,ok
